Sr No.,Date of Purchase,Purchaser Name,Denomination
7056,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7057,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7058,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7059,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7060,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7061,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7062,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7063,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7064,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7065,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7066,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7067,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7068,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7069,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7070,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7071,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7072,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7073,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7074,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7075,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7076,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7077,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7078,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7079,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7080,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7081,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7082,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7083,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7084,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7085,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7086,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7087,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7088,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7089,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7090,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7091,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7092,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7093,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7094,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7095,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7096,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7097,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7098,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7099,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7100,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7101,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7102,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7103,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7104,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7105,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7106,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7107,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7108,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7109,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7110,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7111,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7112,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7113,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7114,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7115,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7116,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7117,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7118,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7119,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7120,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7121,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7122,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7123,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7124,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7125,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7126,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7127,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7128,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7129,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7130,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7131,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7132,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7133,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7134,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7135,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7136,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7137,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7138,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7139,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7140,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7141,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7142,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7143,06/Jan/2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,10000000
7144,06/Jan/2022,GOODLUCK INDIA LTD,10000000
7145,06/Jan/2022,GOODLUCK INDIA LTD,10000000
7146,06/Jan/2022,GOODLUCK INDIA LTD,10000000
7147,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7148,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7149,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7150,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7151,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7152,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7153,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7154,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7155,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7156,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7157,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7158,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7159,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7160,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7161,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,1000000
7162,06/Jan/2022,HIMALAYAN ENDEAVOUR PVT LTD,10000000
7163,06/Jan/2022,M S JUGENDRA SINGH AND COMPANY,1000000
7164,06/Jan/2022,M S JUGENDRA SINGH AND COMPANY,100000
7165,06/Jan/2022,M S JUGENDRA SINGH AND COMPANY,1000000
7166,06/Jan/2022,MANJU SHREE SOMANI,100000
7167,06/Jan/2022,MANJU SHREE SOMANI,100000
7168,06/Jan/2022,MANJU SHREE SOMANI,100000
7169,06/Jan/2022,MANJU SHREE SOMANI,100000
7170,06/Jan/2022,MANJU SHREE SOMANI,100000
7171,06/Jan/2022,MANJU SHREE SOMANI,100000
7172,06/Jan/2022,MANJU SHREE SOMANI,100000
7173,06/Jan/2022,MANJU SHREE SOMANI,100000
7174,06/Jan/2022,MANJU SHREE SOMANI,100000
7175,06/Jan/2022,MANJU SHREE SOMANI,100000
7176,06/Jan/2022,MANJU SHREE SOMANI,100000
7177,06/Jan/2022,MANJU SHREE SOMANI,100000
7178,06/Jan/2022,MANJU SHREE SOMANI,100000
7179,06/Jan/2022,MANJU SHREE SOMANI,100000
7180,06/Jan/2022,MANJU SHREE SOMANI,100000
7181,06/Jan/2022,MANJU SHREE SOMANI,100000
7182,06/Jan/2022,MANJU SHREE SOMANI,100000
7183,06/Jan/2022,MANJU SHREE SOMANI,100000
7184,06/Jan/2022,MANJU SHREE SOMANI,100000
7185,06/Jan/2022,MANJU SHREE SOMANI,100000
7186,06/Jan/2022,MONALISA BOTTLING INDUSTRIES PVT LTD,10000000
7187,06/Jan/2022,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000
7188,06/Jan/2022,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000
7189,06/Jan/2022,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000
7190,06/Jan/2022,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000
7191,06/Jan/2022,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000
7192,06/Jan/2022,MS S N MOHANTY,10000000
7193,06/Jan/2022,MS S N MOHANTY,10000000
7194,06/Jan/2022,MS S N MOHANTY,10000000
7195,06/Jan/2022,MS S N MOHANTY,10000000
7196,06/Jan/2022,MS S N MOHANTY,10000000
7197,06/Jan/2022,MS S N MOHANTY,10000000
7198,06/Jan/2022,MS S N MOHANTY,10000000
7199,06/Jan/2022,MS S N MOHANTY,10000000
7200,06/Jan/2022,MS S N MOHANTY,10000000
7201,06/Jan/2022,MS S N MOHANTY,10000000
7202,06/Jan/2022,NIDHI SOMANI,100000
7203,06/Jan/2022,NIDHI SOMANI,100000
7204,06/Jan/2022,NIDHI SOMANI,100000
7205,06/Jan/2022,NIDHI SOMANI,100000
7206,06/Jan/2022,NIDHI SOMANI,100000
7207,06/Jan/2022,PARIKSHIT SOMANI,100000
7208,06/Jan/2022,PARIKSHIT SOMANI,100000
7209,06/Jan/2022,PARIKSHIT SOMANI,100000
7210,06/Jan/2022,PARIKSHIT SOMANI,100000
7211,06/Jan/2022,PARIKSHIT SOMANI,100000
7212,06/Jan/2022,PARIKSHIT SOMANI,100000
7213,06/Jan/2022,PARIKSHIT SOMANI,100000
7214,06/Jan/2022,PARIKSHIT SOMANI,100000
7215,06/Jan/2022,PARIKSHIT SOMANI,100000
7216,06/Jan/2022,PARIKSHIT SOMANI,100000
7217,06/Jan/2022,PARIKSHIT SOMANI,100000
7218,06/Jan/2022,PARIKSHIT SOMANI,100000
7219,06/Jan/2022,PARIKSHIT SOMANI,100000
7220,06/Jan/2022,PARIKSHIT SOMANI,100000
7221,06/Jan/2022,PARIKSHIT SOMANI,100000
7222,06/Jan/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,100000
7223,06/Jan/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,100000
7224,06/Jan/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,100000
7225,06/Jan/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,100000
7226,06/Jan/2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,1000000
7227,06/Jan/2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,1000000
7228,06/Jan/2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,1000000
7229,06/Jan/2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,1000000
7230,06/Jan/2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,10000000
7231,06/Jan/2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,1000000
7232,06/Jan/2022,TANUSHREE SOMANI,100000
7233,06/Jan/2022,TANUSHREE SOMANI,100000
7234,06/Jan/2022,TANUSHREE SOMANI,100000
7235,06/Jan/2022,TANUSHREE SOMANI,100000
7236,06/Jan/2022,TANUSHREE SOMANI,100000
7237,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7238,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7239,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7240,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7241,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7242,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7243,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7244,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7245,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7246,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7247,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7248,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7249,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7250,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7251,06/Jan/2022,V M SALGAOCAR   BROTHER PVT LTD,1000000
7252,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7253,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7254,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7255,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7256,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7257,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7258,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7259,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7260,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7261,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7262,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7263,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7264,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7265,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7266,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7267,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7268,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7269,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7270,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7271,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7272,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7273,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7274,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7275,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7276,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7277,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7278,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7279,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7280,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7281,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7282,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7283,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7284,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7285,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7286,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7287,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7288,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7289,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7290,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7291,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7292,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7293,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7294,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7295,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7296,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7297,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7298,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7299,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7300,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7301,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7302,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7303,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7304,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7305,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7306,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7307,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7308,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7309,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7310,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7311,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7312,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7313,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7314,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7315,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7316,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7317,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7318,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7319,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7320,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7321,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7322,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7323,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7324,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7325,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7326,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7327,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7328,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7329,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7330,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7331,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7332,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7333,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7334,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7335,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7336,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7337,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7338,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7339,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7340,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7341,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7342,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7343,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7344,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7345,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7346,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7347,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7348,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7349,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7350,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7351,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7352,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7353,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7354,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7355,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7356,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7357,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7358,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7359,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7360,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7361,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7362,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7363,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7364,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7365,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7366,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7367,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7368,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7369,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7370,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7371,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7372,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7373,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7374,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7375,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7376,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7377,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7378,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7379,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7380,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,1000000
7381,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7382,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7383,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7384,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7385,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7386,06/Jan/2022,V M SALGAOCAR CORPORATION PVT LTD,100000
7387,06/Jan/2022,VEDANTA LTD,10000000
7388,06/Jan/2022,VEDANTA LTD,10000000
7389,06/Jan/2022,VEDANTA LTD,10000000
7390,06/Jan/2022,VEDANTA LTD,10000000
7391,06/Jan/2022,VEDANTA LTD,10000000
7392,06/Jan/2022,VEDANTA LTD,10000000
7393,06/Jan/2022,VEDANTA LTD,10000000
7394,06/Jan/2022,VEDANTA LTD,10000000
7395,06/Jan/2022,VEDANTA LTD,10000000
7396,06/Jan/2022,VEDANTA LTD,10000000
7397,06/Jan/2022,VEDANTA LTD,10000000
7398,06/Jan/2022,VEDANTA LTD,10000000
7399,06/Jan/2022,VEDANTA LTD,10000000
7400,06/Jan/2022,VEDANTA LTD,10000000
7401,06/Jan/2022,VEDANTA LTD,10000000
7402,06/Jan/2022,VEDANTA LTD,10000000
7403,06/Jan/2022,VEDANTA LTD,10000000
7404,06/Jan/2022,VEDANTA LTD,10000000
7405,06/Jan/2022,VEDANTA LTD,10000000
7406,06/Jan/2022,VEDANTA LTD,10000000
7407,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,1000000
7408,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,10000000
7409,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,1000000
7410,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,1000000
7411,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,1000000
7412,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,10000000
7413,07/Jan/2022,ANBEE CONSTRUCTIONS LLP,1000000
7414,07/Jan/2022,APOLLO VINTRADE PVT LTD,10000000
