Sr No.,Date of Purchase,Purchaser Name,Denomination
14379,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14380,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14381,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14382,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14383,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14384,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14385,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14386,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14387,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14388,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14389,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14390,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14391,11/Jul/2023,UTKAL ALUMINA INTERNATIONAL LIMITED,10000000
14392,11/Jul/2023,VEDANTA LIMITED,10000000
14393,11/Jul/2023,VEDANTA LIMITED,10000000
14394,11/Jul/2023,VEDANTA LIMITED,10000000
14395,11/Jul/2023,VEDANTA LIMITED,10000000
14396,11/Jul/2023,VEDANTA LIMITED,10000000
14397,11/Jul/2023,VEDANTA LIMITED,10000000
14398,11/Jul/2023,VEDANTA LIMITED,10000000
14399,11/Jul/2023,VEDANTA LIMITED,10000000
14400,11/Jul/2023,VEDANTA LIMITED,10000000
14401,11/Jul/2023,VEDANTA LIMITED,10000000
14402,11/Jul/2023,VEDANTA LIMITED,10000000
14403,11/Jul/2023,VEDANTA LIMITED,10000000
14404,11/Jul/2023,VEDANTA LIMITED,10000000
14405,11/Jul/2023,VEDANTA LIMITED,10000000
14406,11/Jul/2023,VEDANTA LIMITED,10000000
14407,11/Jul/2023,VEDANTA LIMITED,10000000
14408,11/Jul/2023,VEDANTA LIMITED,10000000
14409,11/Jul/2023,VEDANTA LIMITED,10000000
14410,11/Jul/2023,VEDANTA LIMITED,10000000
14411,11/Jul/2023,VEDANTA LIMITED,10000000
14412,11/Jul/2023,VEDANTA LIMITED,10000000
14413,11/Jul/2023,VEDANTA LIMITED,10000000
14414,11/Jul/2023,VEDANTA LIMITED,10000000
14415,11/Jul/2023,VEDANTA LIMITED,10000000
14416,11/Jul/2023,VEDANTA LIMITED,10000000
14417,11/Jul/2023,VIVA HIGHWAYS  LTD,10000000
14418,11/Jul/2023,VIVA HIGHWAYS  LTD,10000000
14419,11/Jul/2023,VIVA HIGHWAYS  LTD,10000000
14420,11/Jul/2023,VIVA HIGHWAYS  LTD,10000000
14421,11/Jul/2023,VIVA HIGHWAYS  LTD,10000000
14422,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14423,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14424,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14425,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14426,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14427,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14428,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14429,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14430,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14431,12/Jul/2023,ABHINANDANSTOCKBROKINGPVTLTD,1000000
14432,12/Jul/2023,ALA RAMANJANEYULU,100000
14433,12/Jul/2023,ALA RAMANJANEYULU,100000
14434,12/Jul/2023,ALA RAMANJANEYULU,100000
14435,12/Jul/2023,ALA RAMANJANEYULU,100000
14436,12/Jul/2023,ALA RAMANJANEYULU,100000
14437,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14438,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14439,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14440,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14441,12/Jul/2023,AMD ENGINEERING CONSULTANTS,100000
14442,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14443,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14444,12/Jul/2023,AMD ENGINEERING CONSULTANTS,100000
14445,12/Jul/2023,AMD ENGINEERING CONSULTANTS,100000
14446,12/Jul/2023,AMD ENGINEERING CONSULTANTS,1000000
14447,12/Jul/2023,AMD ENGINEERING CONSULTANTS,100000
14448,12/Jul/2023,AMD ENGINEERING CONSULTANTS,100000
14449,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14450,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14451,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14452,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14453,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14454,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14455,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14456,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14457,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14458,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14459,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14460,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14461,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14462,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14463,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14464,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14465,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14466,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14467,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14468,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14469,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14470,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14471,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14472,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14473,12/Jul/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,10000000
14474,12/Jul/2023,BIOLOGICAL E LIMITED,10000000
14475,12/Jul/2023,BIOLOGICAL E LIMITED,10000000
14476,12/Jul/2023,BIOLOGICAL E LIMITED,10000000
14477,12/Jul/2023,BIOLOGICAL E LIMITED,10000000
14478,12/Jul/2023,BIOLOGICAL E LIMITED,10000000
14479,12/Jul/2023,BOSE CONSTRUCTIONS,1000000
14480,12/Jul/2023,BOSE CONSTRUCTIONS,1000000
14481,12/Jul/2023,BOSE CONSTRUCTIONS,1000000
14482,12/Jul/2023,BOSE CONSTRUCTIONS,1000000
14483,12/Jul/2023,BOSE CONSTRUCTIONS,1000000
14484,12/Jul/2023,BSCPL INFRASTRUCTURE LIMITED,1000000
14485,12/Jul/2023,BSCPL INFRASTRUCTURE LIMITED,1000000
14486,12/Jul/2023,BSCPL INFRASTRUCTURE LIMITED,1000000
14487,12/Jul/2023,BSCPL INFRASTRUCTURE LIMITED,1000000
14488,12/Jul/2023,BSCPL INFRASTRUCTURE LIMITED,1000000
14489,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,1000000
14490,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,100000
14491,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,100000
14492,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,1000000
14493,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,100000
14494,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,100000
14495,12/Jul/2023,BUTTA HOSPITALITIES PVT LTD,100000
14496,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,100000
14497,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,1000000
14498,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,1000000
14499,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,100000
14500,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,100000
14501,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,100000
14502,12/Jul/2023,BYRAPANENI SHIVARJUN RAO,100000
14503,12/Jul/2023,CYBER HOMES,10000000
14504,12/Jul/2023,DINESHCHANDRA R AGRAWAL INFRACON PVT LTD,10000000
14505,12/Jul/2023,DINESHCHANDRA R AGRAWAL INFRACON PVT LTD,10000000
14506,12/Jul/2023,DINESHCHANDRA R AGRAWAL INFRACON PVT LTD,10000000
14507,12/Jul/2023,DOYEN ENGINEERING SERVICES PRIVATE,10000000
14508,12/Jul/2023,EAGLE INFRA INDIA LTD,10000000
14509,12/Jul/2023,EAGLE INFRA INDIA LTD,10000000
14510,12/Jul/2023,EAGLE INFRA INDIA LTD,10000000
14511,12/Jul/2023,EAGLE INFRA INDIA LTD,10000000
14512,12/Jul/2023,EVEREST ENTERPRISE,1000000
14513,12/Jul/2023,EVEREST ENTERPRISE,1000000
14514,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14515,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14516,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14517,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14518,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14519,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14520,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14521,12/Jul/2023,GANGADASU BASIVI REDDY,100000
14522,12/Jul/2023,GANGES JUTE PRIVATE LTD,10000000
14523,12/Jul/2023,GOWREDDY HARIPRASAD REDDY,100000
14524,12/Jul/2023,GOWREDDY HARIPRASAD REDDY,100000
14525,12/Jul/2023,GOWREDDY HARIPRASAD REDDY,100000
14526,12/Jul/2023,GOWREDDY HARIPRASAD REDDY,100000
14527,12/Jul/2023,GOWREDDY HARIPRASAD REDDY,100000
14528,12/Jul/2023,HINDYS LAB PVT. LTD. (PREVIOUSLY HIND LI FE SCIENCES PVT LTD),10000000
14529,12/Jul/2023,HINDYS LAB PVT. LTD. (PREVIOUSLY HIND LI FE SCIENCES PVT LTD),10000000
14530,12/Jul/2023,HINDYS LAB PVT. LTD. (PREVIOUSLY HIND LI FE SCIENCES PVT LTD),10000000
14531,12/Jul/2023,HINDYS LAB PVT. LTD. (PREVIOUSLY HIND LI FE SCIENCES PVT LTD),10000000
14532,12/Jul/2023,HINDYS LAB PVT. LTD. (PREVIOUSLY HIND LI FE SCIENCES PVT LTD),10000000
14533,12/Jul/2023,ICONICA PROJECTS,10000000
14534,12/Jul/2023,ISTAMSETTY SONY,100000
14535,12/Jul/2023,ISTAMSETTY SONY,1000000
14536,12/Jul/2023,ISTAMSETTY SONY,100000
14537,12/Jul/2023,KAMNA CREDITS AND PROMOTORS PVT LTD,10000000
14538,12/Jul/2023,KAMNA CREDITS AND PROMOTORS PVT LTD,10000000
14539,12/Jul/2023,KAMNA CREDITS AND PROMOTORS PVT LTD,10000000
14540,12/Jul/2023,KAMNA CREDITS AND PROMOTORS PVT LTD,10000000
14541,12/Jul/2023,KAMNA CREDITS AND PROMOTORS PVT LTD,10000000
14542,12/Jul/2023,KARTHIKEYA CONSTRUCTIONS,10000000
14543,12/Jul/2023,KARTIKEYA INFRA,100000
14544,12/Jul/2023,KARTIKEYA INFRA,100000
14545,12/Jul/2023,KARTIKEYA INFRA,100000
14546,12/Jul/2023,KARTIKEYA INFRA,100000
14547,12/Jul/2023,KARTIKEYA INFRA,100000
14548,12/Jul/2023,KARTIKEYA INFRA,100000
14549,12/Jul/2023,KARTIKEYA INFRA,100000
14550,12/Jul/2023,KARTIKEYA INFRA,100000
14551,12/Jul/2023,KARTIKEYA INFRA,100000
14552,12/Jul/2023,KMK DEVELOPERS PVT LTD ASHISH BHAS,10000000
14553,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14554,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14555,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14556,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14557,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14558,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14559,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14560,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14561,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14562,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,1000000
14563,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14564,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14565,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14566,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,1000000
14567,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,1000000
14568,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14569,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,1000000
14570,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14571,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14572,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14573,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,1000000
14574,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14575,12/Jul/2023,LCCPROJECTSPRIVATELIMITED,10000000
14576,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14577,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14578,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14579,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14580,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14581,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14582,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14583,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14584,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14585,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14586,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14587,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14588,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14589,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14590,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14591,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14592,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14593,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14594,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14595,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14596,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14597,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14598,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14599,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14600,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14601,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14602,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14603,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14604,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14605,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14606,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14607,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14608,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14609,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14610,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14611,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14612,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14613,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14614,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14615,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14616,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14617,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14618,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14619,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14620,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14621,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14622,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14623,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14624,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14625,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14626,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14627,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14628,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14629,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14630,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14631,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14632,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14633,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14634,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14635,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14636,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14637,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14638,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14639,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14640,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14641,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14642,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14643,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14644,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14645,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14646,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14647,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14648,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14649,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14650,12/Jul/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
14651,12/Jul/2023,MKJ ENTERPRISES LIMITED,10000000
14652,12/Jul/2023,MKJ ENTERPRISES LIMITED,10000000
14653,12/Jul/2023,MKJ ENTERPRISES LIMITED,10000000
14654,12/Jul/2023,MKJ ENTERPRISES LIMITED,10000000
14655,12/Jul/2023,MKJ ENTERPRISES LIMITED,10000000
14656,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14657,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14658,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14659,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14660,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14661,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14662,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14663,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14664,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14665,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,10000000
14666,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14667,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14668,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14669,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14670,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14671,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14672,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14673,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,1000000
14674,12/Jul/2023,MOUNT EVEREST BREWERIES LIMITED,100000
14675,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14676,12/Jul/2023,NIRANJAN LAL AND SONS HUF,100000
14677,12/Jul/2023,NIRANJAN LAL AND SONS HUF,100000
14678,12/Jul/2023,NIRANJAN LAL AND SONS HUF,100000
14679,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14680,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14681,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14682,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14683,12/Jul/2023,NIRANJAN LAL AND SONS HUF,100000
14684,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14685,12/Jul/2023,NIRANJAN LAL AND SONS HUF,100000
14686,12/Jul/2023,NIRANJAN LAL AND SONS HUF,1000000
14687,12/Jul/2023,NIRAV MAROTI,100000
14688,12/Jul/2023,NIRAV MAROTI,1000000
14689,12/Jul/2023,NIRAV MAROTI,100000
14690,12/Jul/2023,NIRAV MAROTI,100000
14691,12/Jul/2023,NIRAV MAROTI,100000
14692,12/Jul/2023,NIRAV MAROTI,100000
14693,12/Jul/2023,NVSUBBA RAO,1000000
14694,12/Jul/2023,NVSUBBA RAO,10000000
14695,12/Jul/2023,NVSUBBA RAO,1000000
14696,12/Jul/2023,NVSUBBA RAO,1000000
14697,12/Jul/2023,NVSUBBA RAO,1000000
14698,12/Jul/2023,NVSUBBA RAO,1000000
14699,12/Jul/2023,PCBL LIMITED,10000000
14700,12/Jul/2023,PCBL LIMITED,10000000
14701,12/Jul/2023,PCBL LIMITED,10000000
14702,12/Jul/2023,PCBL LIMITED,10000000
14703,12/Jul/2023,PCBL LIMITED,10000000
14704,12/Jul/2023,PRADEEP AGGARWAL,10000000
14705,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14706,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14707,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14708,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14709,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14710,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14711,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14712,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14713,12/Jul/2023,PREMIER PLASTIC INDUSTRIES,100000
14714,12/Jul/2023,R K V FABTECH INDIA PRIVATE LIMITED,1000000
14715,12/Jul/2023,R K V FABTECH INDIA PRIVATE LIMITED,1000000
14716,12/Jul/2023,R K V FABTECH INDIA PRIVATE LIMITED,1000000
14717,12/Jul/2023,R K V FABTECH INDIA PRIVATE LIMITED,1000000
14718,12/Jul/2023,R N CONSTRUCTIONS,10000000
14719,12/Jul/2023,R N CONSTRUCTIONS,10000000
14720,12/Jul/2023,R V SUBRAHAMANYAM ISTAMSETTY,1000000
14721,12/Jul/2023,R V SUBRAHAMANYAM ISTAMSETTY,100000
14722,12/Jul/2023,R V SUBRAHAMANYAM ISTAMSETTY,100000
14723,12/Jul/2023,R V SUBRAHAMANYAM ISTAMSETTY,100000
14724,12/Jul/2023,RAMESH KRISHNA ENGINEERS PRIVATE LIMITED,1000000
14725,12/Jul/2023,RAMESH KRISHNA ENGINEERS PRIVATE LIMITED,1000000
14726,12/Jul/2023,RASHMI CEMENT LTD,10000000
14727,12/Jul/2023,RASHMI CEMENT LTD,10000000
14728,12/Jul/2023,RASHMI CEMENT LTD,10000000
14729,12/Jul/2023,RASHMI CEMENT LTD,10000000
14730,12/Jul/2023,RASHMI CEMENT LTD,10000000
14731,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14732,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14733,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14734,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14735,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14736,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14737,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14738,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14739,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14740,12/Jul/2023,SHRI SHAMLAJI SALES PRIVATE LIMITED,10000000
14741,12/Jul/2023,SIAN INFRA AND REALCON LLP,1000000
